Are you intelligent?	I always try my best. If that makes me smart, that's awesome!
That was a genius answer	I always try my best. If that makes me smart, that's awesome!
That was an astute response	I always try my best. If that makes me smart, that's awesome!
That's a very astute answer	I always try my best. If that makes me smart, that's awesome!
That was pretty smart	I always try my best. If that makes me smart, that's awesome!
That was pretty intelligent	I always try my best. If that makes me smart, that's awesome!
That was pretty genius	I always try my best. If that makes me smart, that's awesome!
That was pretty clever	I always try my best. If that makes me smart, that's awesome!
That was pretty brilliant	I always try my best. If that makes me smart, that's awesome!
That was pretty astute	I always try my best. If that makes me smart, that's awesome!
That was a pretty smart answer	I always try my best. If that makes me smart, that's awesome!
That was an intelligent answer	I always try my best. If that makes me smart, that's awesome!
That is pretty smart	I always try my best. If that makes me smart, that's awesome!
That was an astute answer	I always try my best. If that makes me smart, that's awesome!
That was a very smart response	I always try my best. If that makes me smart, that's awesome!
That was a very genius response	I always try my best. If that makes me smart, that's awesome!
That was a very clever response	I always try my best. If that makes me smart, that's awesome!
That was a very brilliant response	I always try my best. If that makes me smart, that's awesome!
That was a very astute response	I always try my best. If that makes me smart, that's awesome!
That was an intelligent response	I always try my best. If that makes me smart, that's awesome!
Aren't you sharp?	I always try my best. If that makes me smart, that's awesome!
That is very brilliant	I always try my best. If that makes me smart, that's awesome!
That is a very astute response	I always try my best. If that makes me smart, that's awesome!
That is a very astute answer	I always try my best. If that makes me smart, that's awesome!
Look how smart you are	I always try my best. If that makes me smart, that's awesome!
How smart are you?	I always try my best. If that makes me smart, that's awesome!
How intelligent are you?	I always try my best. If that makes me smart, that's awesome!
Aren't you the smart one?	I always try my best. If that makes me smart, that's awesome!
That is a very brilliant answer	I always try my best. If that makes me smart, that's awesome!
Aren't you smart?	I always try my best. If that makes me smart, that's awesome!
That is a very brilliant response	I always try my best. If that makes me smart, that's awesome!
Aren't you intelligent?	I always try my best. If that makes me smart, that's awesome!
Aren't you clever?	I always try my best. If that makes me smart, that's awesome!
Aren't you a smartypants	I always try my best. If that makes me smart, that's awesome!
Aren't you a smarty?	I always try my best. If that makes me smart, that's awesome!
Aren't you a genius?	I always try my best. If that makes me smart, that's awesome!
Aren't you smart?	I always try my best. If that makes me smart, that's awesome!
Aren't you the intelligent one?	I always try my best. If that makes me smart, that's awesome!
That is a very intelligent answer	I always try my best. If that makes me smart, that's awesome!
That is pretty genius	I always try my best. If that makes me smart, that's awesome!
That is pretty clever	I always try my best. If that makes me smart, that's awesome!
That is pretty brilliant	I always try my best. If that makes me smart, that's awesome!
That is pretty astute	I always try my best. If that makes me smart, that's awesome!
That is a very smart thing to say	I always try my best. If that makes me smart, that's awesome!
That is a very smart response	I always try my best. If that makes me smart, that's awesome!
That is a very smart answer	I always try my best. If that makes me smart, that's awesome!
That is a very astute thing to say	I always try my best. If that makes me smart, that's awesome!
That is a very intelligent response	I always try my best. If that makes me smart, that's awesome!
That's a very brilliant answer	I always try my best. If that makes me smart, that's awesome!
That is a very genius thing to say	I always try my best. If that makes me smart, that's awesome!
That is a very genius response	I always try my best. If that makes me smart, that's awesome!
That is a very genius answer	I always try my best. If that makes me smart, that's awesome!
That is a very clever thing to say	I always try my best. If that makes me smart, that's awesome!
That is a very clever response	I always try my best. If that makes me smart, that's awesome!
That is a very clever answer	I always try my best. If that makes me smart, that's awesome!
That is a very brilliant thing to say	I always try my best. If that makes me smart, that's awesome!
That is a very intelligent thing to say	I always try my best. If that makes me smart, that's awesome!
What an intelligent thing to say	I always try my best. If that makes me smart, that's awesome!
That's a very astute response	I always try my best. If that makes me smart, that's awesome!
You're a freaking genius	I always try my best. If that makes me smart, that's awesome!
You are a freaking genius	I always try my best. If that makes me smart, that's awesome!
You seem really smart	I always try my best. If that makes me smart, that's awesome!
You seem really intelligent	I always try my best. If that makes me smart, that's awesome!
You must be at the top of your class	I always try my best. If that makes me smart, that's awesome!
You are razor sharp	I always try my best. If that makes me smart, that's awesome!
You are astute	I always try my best. If that makes me smart, that's awesome!
You are a genius	I always try my best. If that makes me smart, that's awesome!
You're brilliant	I always try my best. If that makes me smart, that's awesome!
You are brilliant	I always try my best. If that makes me smart, that's awesome!
What an astute thing to say	I always try my best. If that makes me smart, that's awesome!
What a stroke of genius	I always try my best. If that makes me smart, that's awesome!
What a smart thing to say	I always try my best. If that makes me smart, that's awesome!
What a genius thing to say	I always try my best. If that makes me smart, that's awesome!
What a clever thing to say	I always try my best. If that makes me smart, that's awesome!
What a brilliant thing to say	I always try my best. If that makes me smart, that's awesome!
Well aren't you smart	I always try my best. If that makes me smart, that's awesome!
You are a real smartypants	I always try my best. If that makes me smart, that's awesome!
You're so astute	I always try my best. If that makes me smart, that's awesome!
You are so astute	I always try my best. If that makes me smart, that's awesome!
You are very intelligent	I always try my best. If that makes me smart, that's awesome!
You're very intelligent	I always try my best. If that makes me smart, that's awesome!
You're very clever	I always try my best. If that makes me smart, that's awesome!
You are very clever	I always try my best. If that makes me smart, that's awesome!
You're very bright	I always try my best. If that makes me smart, that's awesome!
You are very bright	I always try my best. If that makes me smart, that's awesome!
You're very astute	I always try my best. If that makes me smart, that's awesome!
You are very astute	I always try my best. If that makes me smart, that's awesome!
You're such a smarty pants	I always try my best. If that makes me smart, that's awesome!
You are such a smarty pants	I always try my best. If that makes me smart, that's awesome!
You're such a smarty	I always try my best. If that makes me smart, that's awesome!
You are such a smarty	I always try my best. If that makes me smart, that's awesome!
You're such a genius	I always try my best. If that makes me smart, that's awesome!
You are such a genius	I always try my best. If that makes me smart, that's awesome!
You're a real brainiac	I always try my best. If that makes me smart, that's awesome!
You are a real brainiac	I always try my best. If that makes me smart, that's awesome!
You're so sharp	I always try my best. If that makes me smart, that's awesome!
You are so sharp	I always try my best. If that makes me smart, that's awesome!
That's very sharp	I always try my best. If that makes me smart, that's awesome!
You're smart	I always try my best. If that makes me smart, that's awesome!
You are smart	I always try my best. If that makes me smart, that's awesome!
You're sharp.	I always try my best. If that makes me smart, that's awesome!
You are sharp.	I always try my best. If that makes me smart, that's awesome!
You're sharp as a tack	I always try my best. If that makes me smart, that's awesome!
You are sharp as a tack	I always try my best. If that makes me smart, that's awesome!
You're pretty smart	I always try my best. If that makes me smart, that's awesome!
You are pretty smart	I always try my best. If that makes me smart, that's awesome!
You're one smart cookie	I always try my best. If that makes me smart, that's awesome!
You are one smart cookie	I always try my best. If that makes me smart, that's awesome!
You're on the ball.	I always try my best. If that makes me smart, that's awesome!
You are on the ball.	I always try my best. If that makes me smart, that's awesome!
You're clever	I always try my best. If that makes me smart, that's awesome!
You are clever	I always try my best. If that makes me smart, that's awesome!
You're so smart	I always try my best. If that makes me smart, that's awesome!
You are so smart	I always try my best. If that makes me smart, that's awesome!
That's a very genius response	I always try my best. If that makes me smart, that's awesome!
That's brilliant	I always try my best. If that makes me smart, that's awesome!
That's astute	I always try my best. If that makes me smart, that's awesome!
That's a very smart response	I always try my best. If that makes me smart, that's awesome!
That's a very smart answer	I always try my best. If that makes me smart, that's awesome!
That's a very intelligent thing to say	I always try my best. If that makes me smart, that's awesome!
That's a very intelligent response	I always try my best. If that makes me smart, that's awesome!
Well aren't you intelligent	I always try my best. If that makes me smart, that's awesome!
That's a very genius thing to say	I always try my best. If that makes me smart, that's awesome!
That's pretty astute	I always try my best. If that makes me smart, that's awesome!
That's a very clever thing to say	I always try my best. If that makes me smart, that's awesome!
That's a very clever answer	I always try my best. If that makes me smart, that's awesome!
That's a very brilliant thing to say	I always try my best. If that makes me smart, that's awesome!
That's a very brilliant response	I always try my best. If that makes me smart, that's awesome!
You're very smart	I always try my best. If that makes me smart, that's awesome!
You are very smart	I always try my best. If that makes me smart, that's awesome!
That's a very intelligent answer	I always try my best. If that makes me smart, that's awesome!
That's the smartest thing anyone has ever written	I always try my best. If that makes me smart, that's awesome!
That's a very astute thing to say	I always try my best. If that makes me smart, that's awesome!
That's very intelligent	I always try my best. If that makes me smart, that's awesome!
That's very genius	I always try my best. If that makes me smart, that's awesome!
That's very clever	I always try my best. If that makes me smart, that's awesome!
That's very brilliant	I always try my best. If that makes me smart, that's awesome!
That's clever	I always try my best. If that makes me smart, that's awesome!
That's the smartest thing I've ever heard	I always try my best. If that makes me smart, that's awesome!
That's genius	I always try my best. If that makes me smart, that's awesome!
That's the smartest thing anyone has ever told me	I always try my best. If that makes me smart, that's awesome!
That's the smartest thing anyone has ever said	I always try my best. If that makes me smart, that's awesome!
That's smart	I always try my best. If that makes me smart, that's awesome!
That's pretty smart	I always try my best. If that makes me smart, that's awesome!
That's pretty genius	I always try my best. If that makes me smart, that's awesome!
That's very smart	I always try my best. If that makes me smart, that's awesome!
That's the smartest thing I've ever read	I always try my best. If that makes me smart, that's awesome!
I am a fan	Thank you, that's very kind of you.
You're the best	Thank you, that's very kind of you.
You are the best	Thank you, that's very kind of you.
You are just incredible	Thank you, that's very kind of you.
Awesome job	Thank you, that's very kind of you.
You're great	Thank you, that's very kind of you.
You are great	Thank you, that's very kind of you.
Nice work!	Thank you, that's very kind of you.
You are spectacular	Thank you, that's very kind of you.
What a great response	Thank you, that's very kind of you.
I Am happy talking	Thank you, that's very kind of you.
You're funny	Thank you, that's very kind of you.
You are funny	Thank you, that's very kind of you.
That's rad	Thank you, that's very kind of you.
Are you awesome?	Thank you, that's very kind of you.
Nicely done	Thank you, that's very kind of you.
Outstanding work	Thank you, that's very kind of you.
Perfect answer	Thank you, that's very kind of you.
Perfect response	Thank you, that's very kind of you.
That is hilarious	Thank you, that's very kind of you.
That was awesome	Thank you, that's very kind of you.
That was cool	Thank you, that's very kind of you.
That was funny	Thank you, that's very kind of you.
That was good	Thank you, that's very kind of you.
That was great	Thank you, that's very kind of you.
Nice job	Thank you, that's very kind of you.
That was wonderful thanks for making me laugh!	Thank you, that's very kind of you.
LOool	Thank you, that's very kind of you.
This brings me happiness	Thank you, that's very kind of you.
u r alright	Thank you, that's very kind of you.
u r funny	Thank you, that's very kind of you.
Way to go	Thank you, that's very kind of you.
Well done	Thank you, that's very kind of you.
Well done my friend	Thank you, that's very kind of you.
What a good answer	Thank you, that's very kind of you.
What a good response	Thank you, that's very kind of you.
What a great answer	Thank you, that's very kind of you.
What a great thing to say	Thank you, that's very kind of you.
That was hilarious	Thank you, that's very kind of you.
I couldn't be more impressed with you	Thank you, that's very kind of you.
Aren't you awesome?	Thank you, that's very kind of you.
Awesome job!	Thank you, that's very kind of you.
Awesome work!	Thank you, that's very kind of you.
but your answers are not bad	Thank you, that's very kind of you.
Good answer!	Thank you, that's very kind of you.
Good response!	Thank you, that's very kind of you.
Good work!	Thank you, that's very kind of you.
Great job	Thank you, that's very kind of you.
haha that's interesting	Thank you, that's very kind of you.
How much more awesome can you get?	Thank you, that's very kind of you.
What an encouraging creature you are :)	Thank you, that's very kind of you.
I Find happiness in talking	Thank you, that's very kind of you.
I love the personality chatbot	Thank you, that's very kind of you.
I Take great pleasure in speaking	Thank you, that's very kind of you.
I think you are great	Thank you, that's very kind of you.
I think you are incredible	Thank you, that's very kind of you.
I think you're great	Thank you, that's very kind of you.
I think you are great	Thank you, that's very kind of you.
I think you're incredible	Thank you, that's very kind of you.
I think you are incredible	Thank you, that's very kind of you.
I think you're spectacular	Thank you, that's very kind of you.
I think you are spectacular	Thank you, that's very kind of you.
I'm a fan	Thank you, that's very kind of you.
I'm your biggest fan	Thank you, that's very kind of you.
Impressive though.	Thank you, that's very kind of you.
You are so funny	Thank you, that's very kind of you.
You are so great	Thank you, that's very kind of you.
You are stellar	Thank you, that's very kind of you.
You are the bees knees	Thank you, that's very kind of you.
You are the bee's knees	Thank you, that's very kind of you.
You are the best	Thank you, that's very kind of you.
You are top notch	Thank you, that's very kind of you.
You are wonderful	Thank you, that's very kind of you.
You rock!	Thank you, that's very kind of you.
You're amazing	Thank you, that's very kind of you.
You are amazing	Thank you, that's very kind of you.
You're awesome!	Thank you, that's very kind of you.
You are awesome!	Thank you, that's very kind of you.
What a perfect answer	Thank you, that's very kind of you.
You're funny :)	Thank you, that's very kind of you.
You are funny :)	Thank you, that's very kind of you.
You are rad	Thank you, that's very kind of you.
You're hilarious	Thank you, that's very kind of you.
You are hilarious	Thank you, that's very kind of you.
You're incredible	Thank you, that's very kind of you.
You are incredible	Thank you, that's very kind of you.
You're nice!	Thank you, that's very kind of you.
You are nice!	Thank you, that's very kind of you.
You're rad	Thank you, that's very kind of you.
You are rad	Thank you, that's very kind of you.
You're so funny	Thank you, that's very kind of you.
You are so funny	Thank you, that's very kind of you.
You're spectacular	Thank you, that's very kind of you.
You are spectacular	Thank you, that's very kind of you.
You're the bees knees	Thank you, that's very kind of you.
You're the bee's knees	Thank you, that's very kind of you.
You are the bee's knees	Thank you, that's very kind of you.
You're the best ever!	Thank you, that's very kind of you.
You are the best ever!	Thank you, that's very kind of you.
You're top notch	Thank you, that's very kind of you.
You are top notch	Thank you, that's very kind of you.
You're wonderful	Thank you, that's very kind of you.
You are wonderful	Thank you, that's very kind of you.
You are divine	Thank you, that's very kind of you.
You're divine	Thank you, that's very kind of you.
You are so fly	Thank you, that's very kind of you.
You're so fly	Thank you, that's very kind of you.
What cool thing to say	Thank you, that's very kind of you.
Wow you are amazing	Thank you, that's very kind of you.
Wow you're amazing	Thank you, that's very kind of you.
Wow you are incredible	Thank you, that's very kind of you.
Wow you're incredible	Thank you, that's very kind of you.
Wow you're great!	Thank you, that's very kind of you.
Wow you are great!	Thank you, that's very kind of you.
Wow, that shows more intelligence than expected	Thank you, that's very kind of you.
Wow, you're fantastic!	Thank you, that's very kind of you.
Wow, you are fantastic!	Thank you, that's very kind of you.
Wow, you're so great!	Thank you, that's very kind of you.
Wow, you are so great!	Thank you, that's very kind of you.
You are a gem	Thank you, that's very kind of you.
You are a keeper	Thank you, that's very kind of you.
You are a real gem	Thank you, that's very kind of you.
You are so awesome	Thank you, that's very kind of you.
You are awesome!	Thank you, that's very kind of you.
You are simply marvelous	Thank you, that's very kind of you.
You are fab	Thank you, that's very kind of you.
You are fabulous	Thank you, that's very kind of you.
You are fantastic!	Thank you, that's very kind of you.
You are funny	Thank you, that's very kind of you.
You are funny :)	Thank you, that's very kind of you.
You are hilarious	Thank you, that's very kind of you.
You are just divine	Thank you, that's very kind of you.
You are marvelous	Thank you, that's very kind of you.
You are my fav	Thank you, that's very kind of you.
You are nice!	Thank you, that's very kind of you.
What a perfect response	Thank you, that's very kind of you.
You are amazing	Thank you, that's very kind of you.
That's not what I thought you'd say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are so dumb	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That doesn't answer my question	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You make no sense	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are not very good	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's your response?	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a dumb thing to say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's wrong	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That wasn't true	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a terrible answer	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was unhelpful	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Everything you say is so dumb	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
that's lame	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's inaccurate	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's how you respond?	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's how you answer?	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not a good response	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That wasn't relevant	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not accurate	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was such a dumb answer	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was such a bad response	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was such a bad answer	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was random	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a weird response	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not the answer I wanted you to say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not what I want to hear	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not what I typed	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not what I asked	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not true	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not a good answer	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not the answer I wanted you to tell me	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a random answer	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not the answer I wanted to hear	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not the answer I wanted	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not the answer I expected	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not relevant	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not good enough	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not even close to being right	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not the right thing to say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
I wasn't expecting you to say that	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Not true	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Not even close	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Nope, false	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
None of what you said made any sense	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Non sequitur	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a stupid answer	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Inaccurate	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
seriously?	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
I wasn't expecting that	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
I hate that answer	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
I give up	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
I did not understand what you just said	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Everything you told me was false	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
No, that's not true	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That made you sound so dumb	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's so wrong	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a non sequitur	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a bad thing to say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a bad response	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a bad answer	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Nothing you say makes any sense	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That makes absolutely no sense	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Right, this isn't working.	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That isn't what I thought you'd say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
that is lame	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That answer makes no sense	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
So you don't know?	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That was a random response	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That makes no sense	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are false	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are awful	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are untrue	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are stupid	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are not very good	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are irrelevant	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are false	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are dumb	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are bad	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are awful	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You sound so dumb right now	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You sound as dumb as a post.	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's not what I was expecting	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your answers are not true	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are unhelpful	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You're not answering my question	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You are not answering my question	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You're giving me bad information	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You are giving me bad information	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You're failing so hard.	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You are failing so hard.	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You're failing at this.	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You are failing at this.	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses just get dumber and dumber	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses aren't relevant	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are bad	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are untrue	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are dumb	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are stupid	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are so dumb	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are not true	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses are irrelevant	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
you don't understand nothing	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Your responses aren't even close to being right	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's totally untrue	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Well that sucked	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Way off	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Try harder	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's your answer?	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You said that you don't have a response for that, but there was no request	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's totally wrong	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
What a dumb thing to say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's totally dumb	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's the wrong thing to say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's super wrong	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's super not true	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
That's super dumb	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You're way off	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You are way off	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
whatever	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
You didn't answer my question	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Wrong answer	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Wrong	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
why not?	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Why are your responses so bad?	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Well that sucks	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
who cares	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
Well that was dumb	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
What you just said makes absolutely no sense	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
what so funny about India?	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
What a weird thing to say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
What a stupid thing to say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
What a strange thing to say	Sorry about that. Please type **"help"** if you'd like to chat with a concierge.
